_id,text
ObjectId("5e28fe3f9f32ef20387f42e1"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e2"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e3"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e4"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e5"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e6"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e7"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e8"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42e9"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42ea"),RT @xjusticianimal: “Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42eb"),“Nos quitaron a nuestro husky”: Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/08DeCh9YsS
ObjectId("5e28fe3f9f32ef20387f42ec"),RT @CapitalMX_: #LoMásLeído Alertan sobre nueva forma de asalto en Iztapalapa: distraen con una chica con flores https://t.co/1w3cDlUHCn
ObjectId("5e28fe3f9f32ef20387f42ed"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42ee"),RT @24_morelos: #Nacional | Un hombre de la tercera edad cerraba su negocio de muebles en la #CDMX cuando dos hombres armados lo intercepta…
ObjectId("5e28fe3f9f32ef20387f42ef"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f0"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f1"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f2"),"Nos quitaron a nuestro husky": Ahora denuncian secuestro de perrito en avenida Universidad https://t.co/l2IfHs2rmz
ObjectId("5e28fe3f9f32ef20387f42f3"),#Nacional | Un hombre de la tercera edad cerraba su negocio de muebles en la #CDMX cuando dos hombres armados lo in… https://t.co/4cv2TZmWup
ObjectId("5e28fe3f9f32ef20387f42f4"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f5"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f6"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42f7"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f42f8"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f42f9"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f42fa"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42fb"),RT @wtfonlinemx: Asalto en @Oasis_Coyoacan por parte del banco @bbva. Cajero dio el pitazo. @SSP_CDMX ¿Cuántos más, @Claudiashein?
https://…
ObjectId("5e28fe3f9f32ef20387f42fc"),Asalto en @Oasis_Coyoacan por parte del banco @bbva. Cajero dio el pitazo. @SSP_CDMX ¿Cuántos más, @Claudiashein?
https://t.co/l8B1HoVoWD
ObjectId("5e28fe3f9f32ef20387f42fd"),#LoMásLeído Alertan sobre nueva forma de asalto en Iztapalapa: distraen con una chica con flores https://t.co/1w3cDlUHCn
ObjectId("5e28fe3f9f32ef20387f42fe"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f42ff"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4300"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4301"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4302"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4303"),RT @elgmx: IMÁGENES FUERTES ⚠ Asaltantes asesinan a abuelito que defendió lo suyo, cuando lo atacaron en el momento en que el adulto mayor…
ObjectId("5e28fe3f9f32ef20387f4304"),RT @lasillarota: Las zonas de #Tlalpan en donde es más probable que sufras un asalto  https://t.co/UL3pKhSfjN
ObjectId("5e28fe3f9f32ef20387f4305"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4306"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4307"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4308"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f4309"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f430a"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f430b"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f430c"),¿Alguien tendrá las #cifras de #asalto a #transeúnte de la #CDMX y a nivel #nacional?
ObjectId("5e28fe3f9f32ef20387f430d"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f430e"),RT @telediario: 🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel Vargas Be…
ObjectId("5e28fe3f9f32ef20387f430f"),RT @lasillarota: Las zonas de #Tlalpan en donde es más probable que sufras un asalto  https://t.co/UL3pKhSfjN
ObjectId("5e28fe3f9f32ef20387f4310"),🔴#EnDirecto Detienen a familiar de cajero presuntamente involucrado en el asalto del Diputado de Morena, Emmanuel V… https://t.co/aNVP6iYjxT
ObjectId("5e28fe3f9f32ef20387f4311"),RT @lasillarota: Las zonas de #Tlalpan en donde es más probable que sufras un asalto  https://t.co/UL3pKhSfjN
ObjectId("5e28fe3f9f32ef20387f4312"),RT @lasillarota: Las zonas de #Tlalpan en donde es más probable que sufras un asalto  https://t.co/UL3pKhSfjN
ObjectId("5e28fe3f9f32ef20387f4313"),Las zonas de #Tlalpan en donde es más probable que sufras un asalto  https://t.co/UL3pKhSfjN
ObjectId("5e28fe3f9f32ef20387f4314"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4315"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4316"),RT @jjpani2: @SSCJesusOrta Ayer atestigüe un asalto en la Del Valle Norte, sobre Amores, un automovilista con su familia victimas de dos pi…
ObjectId("5e28fe3f9f32ef20387f4317"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4318"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4319"),RT @Univ_Metropoli: Justiciero frustra asalto a micro y mata a dos presuntos delincuentes en Iztapalapa .
https://t.co/KQ0n4clDp9 https://t…
ObjectId("5e28fe3f9f32ef20387f431a"),Justiciero frustra asalto a micro y mata a dos presuntos delincuentes en Iztapalapa  - https://t.co/2fOMANM6P6
ObjectId("5e28fe3f9f32ef20387f431b"),RT @telediario: 🔴#EnDirecto Muere hombre de aproximadamente 30 años de edad tras sufrir un asalto en el paradero 4⃣ caminos, #Naucalpan, #E…
ObjectId("5e28fe3f9f32ef20387f431c"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f431d"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f431e"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f431f"),RT @elgmx: IMÁGENES FUERTES ⚠ Asaltantes asesinan a abuelito que defendió lo suyo, cuando lo atacaron en el momento en que el adulto mayor…
ObjectId("5e28fe3f9f32ef20387f4320"),@c4jimenez @Alc_Iztapalapa @SSP_CDMX @FiscaliaCDMX @OpEsMx @alertasurbanas @Carloszup @arnemx @ElPolloCDMX… https://t.co/98NM578S5B
ObjectId("5e28fe3f9f32ef20387f4321"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4322"),Justiciero frustra asalto y mata a dos delincuentes en Iztapalapa https://t.co/o9CsC2cepF
ObjectId("5e28fe3f9f32ef20387f4323"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4324"),No es asalto... es DEVOLUCION https://t.co/vaBNuE8981
ObjectId("5e28fe3f9f32ef20387f4325"),Justiciero frustra asalto y mata a dos delincuentes en Iztapalapa https://t.co/ajBdIXuYJl
ObjectId("5e28fe3f9f32ef20387f4326"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4327"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4328"),RT @irmoralesl: La delincuencia no da tregua en la capital. Lo más preocupante es el nivel de colusión de autoridades. https://t.co/UpQqxdy…
ObjectId("5e28fe3f9f32ef20387f4329"),RT @lasillarota: Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f432a"),RT @lasillarota: Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f432b"),Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f432c"),#Entérate Familiares del expolicía que recientemente fue detenido y vinculado a proceso por el presunto homicidio d… https://t.co/XynyoIsC6c
ObjectId("5e28fe3f9f32ef20387f432d"),Captura @SSP_CDMX a dos personas en Polanco, uno de ellos fue identificado como "El R", presunto sicario del cártel… https://t.co/cGJbW8QZ97
ObjectId("5e28fe3f9f32ef20387f432e"),😲 Cabe mencionar que en la  de CDMX aumentó 2.4 por ciento el homicidio doloso. 

https://t.co/MDP5pWRCSJ
ObjectId("5e28fe3f9f32ef20387f432f"),RT @UnoNoticias: ✅ Alistan festejo por 20 años de “Amores Perros”   
✅ @OzzyOsbourne revela que padece Parkinson 
✅ Concierto de @RSprachro…
ObjectId("5e28fe3f9f32ef20387f4330"),RT @UnoNoticias: ✅ Alistan festejo por 20 años de “Amores Perros”   
✅ @OzzyOsbourne revela que padece Parkinson 
✅ Concierto de @RSprachro…
ObjectId("5e28fe3f9f32ef20387f4331"),✅ Alistan festejo por 20 años de “Amores Perros”   
✅ @OzzyOsbourne revela que padece Parkinson 
✅ Concierto de… https://t.co/Yr4lYssaE4
ObjectId("5e28fe3f9f32ef20387f4332"),RT @telediario: 📺 Policía de #Ecatepec y juez de #Edomex fueron trasladados al penal de Chiconautla por su probable participación en el del…
ObjectId("5e28fe3f9f32ef20387f4333"),Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/hHEIQBhVtk https://t.co/k8izZi0X45
ObjectId("5e28fe3f9f32ef20387f4334"),RT @telediario: 📺 #AlMomento Madre de interno, acusado de homicidio, protesta a las afueras de Palacio Nacional; pide al Presidente #AMLO q…
ObjectId("5e28fe3f9f32ef20387f4335"),RT @telediario: 📺 #AlMomento Madre de interno, acusado de homicidio, protesta a las afueras de Palacio Nacional; pide al Presidente #AMLO q…
ObjectId("5e28fe3f9f32ef20387f4336"),📺 #AlMomento Madre de interno, acusado de homicidio, protesta a las afueras de Palacio Nacional; pide al Presidente… https://t.co/KFz1b97xgs
ObjectId("5e28fe3f9f32ef20387f4337"),🔴 Del año 2000 a los 2019 32 mil niños han sido víctimas de homicidio, publicó la Red por los Derechos de la Infanc… https://t.co/FkF0tngX24
ObjectId("5e28fe3f9f32ef20387f4338"),RT @lasillarota: Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f4339"),RT @lasillarota: Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f433a"),Delitos con armas de fuego en 2019 ¿se superó a 2018 en la #CDMX? Estas son las cifras: https://t.co/f9dB5zWDmY
ObjectId("5e28fe3f9f32ef20387f433b"),Casería de brujas y brujos.
La presidencia tiene al ejercito para exterminar a brujos y brujas.  

Algunos están en… https://t.co/F12p0N8oWK
ObjectId("5e28fe3f9f32ef20387f433c"),Homicidio doloso en la CDMX, al alza.
Gracias Claudia Sheinbaum 
https://t.co/ixUMXVgECL
ObjectId("5e28fe3f9f32ef20387f433d"),📺 Policía de #Ecatepec y juez de #Edomex fueron trasladados al penal de Chiconautla por su probable participación e… https://t.co/j7AIjAmw0v
ObjectId("5e28fe3f9f32ef20387f433e"),El motor de una motocicleta y seis balazos anunciaron un homicidio ocurrido en calles de la alcaldía Cuauhtémoc, en… https://t.co/CIN9vZbx3v
ObjectId("5e28fe3f9f32ef20387f433f"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4340"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4341"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4342"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4343"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4344"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárce… https://t.co/t9nIxCjEL6
ObjectId("5e28fe3f9f32ef20387f4345"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4346"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4347"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4348"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4349"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f434a"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f434b"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel… https://t.co/PKcctmMfL1
ObjectId("5e28fe3f9f32ef20387f434c"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f434d"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f434e"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f434f"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4350"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f4351"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel… https://t.co/xw59H2E4w3
ObjectId("5e28fe3f9f32ef20387f4352"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4353"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárce… https://t.co/cNwg5jU3fI
ObjectId("5e28fe3f9f32ef20387f4354"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4355"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4356"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4357"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4358"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárcel que u…
ObjectId("5e28fe3f9f32ef20387f4359"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un #feminicidio pueda ser castigado con más años de cárce… https://t.co/nQq6lG7g9H
ObjectId("5e28fe3f9f32ef20387f435a"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f435b"),RT @lasillarota: Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel que un…
ObjectId("5e28fe3f9f32ef20387f435c"),Juan Carlos “N” calificaba de trato “VIP” el hecho de que un feminicidio pueda ser castigado con más años de cárcel… https://t.co/p7UYnQ1OYB
ObjectId("5e28fe3f9f32ef20387f435d"),@GobCDMX @LaSEMOVI @SOBSECDMX @AlcCuauhtemocMx Y cuando el trolebus atropelle un ciclista el @CDMX_Semovi… https://t.co/KLCxmjhj2X
ObjectId("5e28fe3f9f32ef20387f435e"),RT @Alc_Iztapalapa: La @SSP_CDMX detuvo a un hombre como el posible responsable del homicidio de una persona en la colonia #ChinampacDeJuár…
ObjectId("5e28fe3f9f32ef20387f435f"),Un Juez de Control vinculó por el ilícito de homicidio culposo agravado, y le otorgó la medida cautelar de presenta… https://t.co/m9t3EdjA9b
